@Kabura_net14831 対抗の為の世論形成っつっつてんだろさっきから？民主主義国家は世論こそ全てだよ。こんな10年以上も前に否定されているデマに騙されている貴方に真実を知るようアドバイスし、教えてあげたらまさかの難癖！デマに騙されないよう親切心のつもりでしたが残念ですね。どうぞ騙され続けてください。 https://t.co/FbHfC8qjI4	0
疫病の流行と一緒にデマや迷信も流行るのは昔からよくある話だけど、「疫病の流行」そのものをデマとして否定する人が出て来るのも昔からあるんだろうか。	0
@ohnuki_tsuyoshi @madnoda 「デマを流すコストは低いがデマを否定するコストは高い」と言う非対称性の存在があるから、影響力を換金する事業者としてはデマを流すことが株主に対する義務を安価に達成できる	0
男女アイドルが交流？女性アイドル所属のサッカーサークル、予期せぬデマを再び否定「健全な集まり」 https://t.co/tq6Z5S5Hks	1
▼最新情報 from Kstyle男女アイドルが交流？女性アイドル所属のサッカーサークル、予期せぬデマを再び否定「健全な集まり」https://t.co/zOKjhzVOJg#韓国エンタメ#韓国ニュース	1
男女アイドルが交流？女性アイドル所属のサッカーサークル、予期せぬデマを再び否定「健全な集まり」https://t.co/P2phiqj4F0	1
KISSのメイクは日本の歌舞伎を参考にしたというデマ。ポール・スタンレーが否定していた https://t.co/uojxCexbGQ	1
@OssanBlackRX 誰にも否定出来ないのでデマじゃないです。	0
個人の納税を言ってるのに何を言ってるのか？！人数が多いから、日本人の総額が多いに決まってるだろうが！きちんと、日本人と等しく納税してるのに、それを否定すらデマばかりしてる日本人に対して言ってんだよ！総額の話じゃない。馬鹿じゃね。 https://t.co/CwTOCS5Bfr	0
@erihisyoyutako @chikachika361 @arimoto_kaori ですね。松井さんも吉村さんも、首長として当り前の対応しかしていないんですよね。もう松井さんが否定してから1年も経つんですが、おどろおどろしい怪しそうな妄想話をくっつけて、維新を売国政党に見せたい人達がいるようです。反都構想の人達は、デマでも切取りでもなりふり構わずです??	0
で、実際れいわを批判してる人は何を言うかと言ったら、障害者が嫌いとかデマをするりょうりょう。池戸の左派には否定的。聞けないですよ。	0
@segundonidao @tachinomi @Ippan_25daisei @nippon_ukuraina あなたはひょっとして憲法9条が個別的自衛権を禁じていると勘違いしてませんか？それは60年前から否定されてますよ誰か悪人の撒いたデマに騙されてませんか？	0
#平塚正幸 氏やその周囲に集まる人たちは #ドナルド・トランプ 氏と同じ心理構造なのだと思う。信じたくないことは全てデマだと否定するという意味で…。逆に客観的にポシネガ両方の情報をまず知りそこを起点に考えること。この「現実吟味能力」は、人としての成熟度を示します。#クラスターフェス	0
@RuuPika @NPA73060 @Combat_carL_ いいえ！るぅさんにそう言っていただけて…私がデマを否定しなくて良かったと改めて思います?黒とか虐待派とかきちんと調べられる人なのか、感情任せに突っ走って他人を貶めるだけの愛誤か、沢山見極められて良かったです??るぅさんは初めから冷静で素晴らしいと思っていました	0
注目記事→ 岡江久美子さんの娘・大和田美帆さん「母はヘビースモーカーどころか喫煙者じゃなかったのに」マスコミのデマを否定 https://t.co/fbrUDjIPdt	1
@issunsakihahika @timobobby1 この方の動画を見ると事実が分かりますよ。スウェーデン在住の日本人で吉澤智哉さんという方です。貴方が信じている情報はメディアによる偏向報道でデマです。スウェーデンはそもそも集団免疫をつけることを目的にしていませんし、それは5月に政府が否定しています。https://t.co/KYoXQeV7Fs	1
注目記事→ 岡江久美子さんの娘・大和田美帆さん「母はヘビースモーカーどころか喫煙者じゃなかったのに」マスコミのデマを否定 https://t.co/fbrUDjIPdt	1
@rougebuck21 アメリカのコロナパーティーみたいなものですかね??世の中にはデマを信じて科学を否定する人達がいるようです。	0
注目記事→ 岡江久美子さんの娘・大和田美帆さん「母はヘビースモーカーどころか喫煙者じゃなかったのに」マスコミのデマを否定 https://t.co/fbrUDjIPdt	1
【デマ１４】ファンと荻野の関係？荻野の所属事務所は荻野とファンとの個人交流を明確に否定している。ネットの迷探偵達が提示する証拠も嘘ばかり。https://t.co/snRcDkKayw	1
そんで弱いものばかり相手にするなよデマだとも言い切るなら強者にも向かって行けよもちろん嫁や友達対する言葉が本当に悪質なデマや誹謗中傷なら、イケハヤが勝つだろうそこに関しては否定しないよだけど弱いものばかり相手に言論統制すんなよわかるか？ https://t.co/iqLAQOJb5u	0
@vogelsang7 発言のどの部分がデマか指摘しろよ太田は「医師会が医療崩壊を危惧してる」という点は否定してない	0
注目記事→ 岡江久美子さんの娘・大和田美帆さん「母はヘビースモーカーどころか喫煙者じゃなかったのに」マスコミのデマを否定 https://t.co/fbrUDjIPdt	1
【デマ１４】ファンと荻野の関係？荻野の所属事務所は荻野とファンとの個人交流を明確に否定している。ネットの迷探偵達が提示する証拠も嘘ばかり。https://t.co/snRcDkKayw	1
@AW7wuB9rhewT9Qk @strs_hsn10 @dai6ten_maou @fxrs1986 あぁいや特異度が100を否定したいのではなくて、特異度が99がデマだと言える根拠を知りたいんですよ。なぜこれまで発生していたのにSARS-CoV-2では発生しないのか。何が違うのか。科学的根拠があるのか。それを知りたい。100なら100の方がいいですからね	0
これ本当に大事で、春頃の検察人事のデマ、関心のある人が少なくてデマを放置していたら、「いつもの否定派が出てこない！これは正しいんだ！」と勘違いした普段黙ってる有象無象まで騒ぎ出して、結局公務員の年金制度の整備が吹っ飛んだ。 https://t.co/oH2GK1V6xf	0
注目記事→ 岡江久美子さんの娘・大和田美帆さん「母はヘビースモーカーどころか喫煙者じゃなかったのに」マスコミのデマを否定 https://t.co/fbrUDjIPdt	1
@28_momechabo 大量のデマの否定に忙殺されて結局負けてしまった名護市長選が思い出されて、不安でした	0
岡江久美子さんの娘・大和田美帆さん「母はヘビースモーカーどころか喫煙者じゃなかったのに」マスコミのデマを否定 https://t.co/qFgv7pGv5P	1
インターネットの情報は玉石混交と言っていいが、デマに対する否定・反論については迅速かつ丁寧に行われるので、知ったかぶると事実が目一杯知れるというインターネット仕草が継承されていることを感じる	0
新型コロナ：「デマ否定」が逆にデマを拡散させてしまう——それを防ぐには(平和博) - Y!ニュース https://t.co/45zZbAsX0k	0
選択的夫婦別姓は、日本崩壊を招くわけではありません。選択制夫婦別姓法案に否定的な意見の多くは、デマや誤解から広がっています。あなたの考え方は正しいですか？　今一度、家族やパートナーの方と話し合って、正しい知識と認識を。#選択的夫婦別姓　#夫婦別姓	0
注目記事→ 岡江久美子さんの娘・大和田美帆さん「母はヘビースモーカーどころか喫煙者じゃなかったのに」マスコミのデマを否定 https://t.co/fbrUDjIPdt	1
注目記事→ 岡江久美子さんの娘・大和田美帆さん「母はヘビースモーカーどころか喫煙者じゃなかったのに」マスコミのデマを否定 https://t.co/fbrUDjIPdt	1
【デマ１４】ファンと荻野の関係？荻野の所属事務所は荻野とファンとの個人交流を明確に否定している。ネットの迷探偵達が提示する証拠も嘘ばかり。https://t.co/snRcDkKayw	1
デマ流してることは否定しないのかww https://t.co/4Rgmt1uS5Q	0
岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」 (iza（イザ！）) - LINE NEWS https://t.co/YGT5wNgJAo #linenews @news_line_meから	1
「エビデンスベースで否定できないのでデマと断じるのは早い」などと擁護することはできない。極めて杜撰な研究で全国を混乱に陥れただけで「水でのうがいは効果がある可能性アリ」という情報のほうが買い占めを誘発しないだけマシだ。「水うがいは効果がある」も「デマと断じる」のは同じく危険だろう	0
@renho_sha 批判はいいけどデマはダメ。公式に否定、指摘して良かったと思います。デマを流しても大丈夫だと思われるので。	0
武豊騎手がTwitter始めるってデマだったんですか！？池添騎手がInstagramで否定してます?? https://t.co/vI9KnxJ51k	1
@TakaTekaP 他があまりにもデマで溢れてたから、一概に否定出来ないのかも毒水と比べたら泥水は素敵くらいに	0
武豊さんTwitter開設については、池添さんが否定されたそうですね！開設してくれたらより身近に感じる事ができて嬉しいですが、やはり心配になってしまうと思います(；´∀｀)しかし、デマをあげる人達は本当に色々とネタを考えるものですね《ﾟДﾟ》	1
@miho_ohwada こんなデマが流れていた事を知りませんでした。発端は、無責任な個人のツイートだとしても、万が一、メディアがこのまま伝えていたのなら、如何に裏付けや取材をせず、ただネットを漁ってタレ流しているかという証明ですね。取材をして、デマを否定するTV局が無かった事も残念です。(特にTBS)	0
今や、元中国共産党だった人でさえも南京の事件は否定されているのに、未だそれを肯定する反日日本人たちがいるんだけれどそういった奴等はその元中国共産党員の言い分をデマ・・・・と言い張る事ができるのだろうか？伺ってみたい処ですね〜 https://t.co/eY7sbVvQ0i	0
武豊SNSやるってのはデマかw池添がSNSで否定してるわ、残念	1
えー千と千尋の神隠しの幻のエンディング有り得んとか否定する人見たら見た事ないからやん！ってなってしまう笑公式でも幻のエンディングはないってゆうてるらしいけど期間限定で映画館で放映されたって情報もあるからデマじゃなくない？これ。この観た記憶はどうなるん。。	0
査読がーくらいのことを言うならデマ否定にもそのくらいコストをかけざるを得ないはずなんですよ。感情的に片方だけそのコストを要求しちゃうのは、さすがにちょっとな？（そもそもマスコミの雑報道が主な原因だしなあれ	0
自分はタバコを吸わないからコロナにかかっでも大丈夫って思いたい人がこう言うデマを飛ばすのかな？??大和田美帆、母親・岡江久美子さんのヘビースモーカー説を否定　「喫煙者ではなかった」「悔しいなぁ」と真実明かす（ねとらぼ） - Yahoo!ニュース https://t.co/Q9sgd82gmy	1
なんのために吉村知事を出すのか。デマを明確に否定するため…ではないですよね。そんなのデマを流した本人が出なくてもできるわけだし。	0
知恵袋を、自ら目にしたものも否定してデマをリツイートするとは、カスかよ。	0
拡散力がある媒体・人間がデマ・不確定情報を発信したら即座にそれを上回る拡散力がある媒体で否定する情報を発信しないと歯止めが効かなくなるんだけど、現状そんな事やるメディアが無いし、そんな労力に見合うメリットが無いの情報化社会のハメ技になっちゃってるけどどうすんのこれ？	0
【デマ１４】ファンと荻野の関係？荻野の所属事務所は荻野とファンとの個人交流を明確に否定している。ネットの迷探偵達が提示する証拠も嘘ばかり。https://t.co/snRcDkKayw	1
「母は喫煙者じゃなかったのになぁ」岡江さん娘の大和田美帆が��悪質デマ�≠�完全否定 (2020年8月4日) - エキサイトニュース https://t.co/pDmPi6HqL4 https://t.co/EJp1B22YYv	1
@matsubarakoji @2488uA 従って立憲民主党が増税派という間違ったデマをあなたが否定してください。その当時前原誠司氏は消費税率１７パーセントと主張していましたから。つい最近のファクトを隠すのはジャーナリストとして失格ですよ。	0
@339_fever 意図的に撒かれたデマは、手間暇お金かけてやってるから、最低限同じ労力は必要ですね。拡散前に出来るだけ早く打ち消すことが大事度だし、ぶり返しても過去の公式否定コメントが使える点でも有効だと思います。	0
@desler 素人でも5秒以内くらいに判断がつくデマを、大阪府知事が会見までしてひろめ、それありかななんて垂れ流すテレビ。WHOが否定するまでもない低次元の話。検査スンナー派が多数派を制する日本ならではの嘆かわしい話だ。	0
「虚偽情報の拡散」よりも「デマを否定する情報の拡散」が騒動の要因だと!?問題のすり替えも甚だしい！ https://t.co/slhrJJBvxV	0
注目記事→ 岡江久美子さんの娘・大和田美帆さん「母はヘビースモーカーどころか喫煙者じゃなかったのに」マスコミのデマを否定 https://t.co/fbrUDjIPdt	1
突然家族が亡くなっただけでもう十分辛くて傷ついてるのにデマ流されて大事な人を侮辱されるって悲しくて酷すぎて言葉にならないよ。本人は否定できないんだよ。卑怯でしょ。デマ流す人は本当に心底軽蔑する。	0
伝える以上は吉村発言の事実は伝えるべきだし否定するにも正確なソースを用意したい。中立的に伝えるにしても騙されたり先走る層にはそれで十分。平時はデマを流すばかりだけど先行して訂正する責任も負いたくない。静観する選択が出来ればいいけどそれは一番難しい。 https://t.co/z1p8xJ3mgV	0
今日もオススメ時代のフレに14ってワンミスで滅茶苦茶になっちゃうらしくて怖くてできないと言われたんだけどそんなデマ未だに流してるの誰だよ。零式どころか絶レベルの話じゃん。なんぼ祟り神になりかけてるしいたさんでも事実に反するdisは否定しますよ。	0
岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」：イザ！ https://t.co/CEqI8Ouj4k @iza_editより	1
わたしはインターネット老人会の会員なのでニュースとためしてガッテンでやってる健康法やら民事療法には真っ向から否定意見で向き合うし、基本的に自分が理解したこと以外はデマだと思って生きてるのでハイターを加湿器に入れたりすることなく大人になりました！以上です	0
@WHOKobe WHO関係機関が、今、「うがい」効果を否定するようなことを発表したうえ、権力批判に便乗してデマを流すなんて決してあってはなりません。これでは、検査妨害していた人達や、マスクを同調圧力と否定した人達と同じです。	0
@Ichi_16jrb @94IxzlUB6jo533b @hyakutanaoki 記者の囲み会見で記録に残っている。NHK・朝日新聞・毎日新聞・読売新聞・産経新聞などの記者が揃った場所で維新首長が公に否定したことだ。それすら知らないで書いているの？それともデマだと知ったうえで書いているのか？	0
@WHOKobe これこそ、デマでは？今回、感染者の唾液からCOVID09のウィルスが減ったという実験結果が出ていましたよ。そもそも感染予防になるということを意味するわけではありませんって、「うがい」の否定では？https://t.co/KkFV3by6Qc	0
そう思っていたら、大和田美帆さんの【「母は喫煙者じゃなかったのになぁ」��悪質デマ�≠�完全否定】という記事があった。そう、誤った情報は人を傷つけ、時に命を奪う。だからこそ情報の発信は慎重に慎重を期して、正しく発しなければいけない。だから、私は基本的にメディアを信じなくなりました。	1
@5ugaCCP4o0JrtQf あれはTNRを否定したものではありません。TNR自体否定したこともありません。デマ流すのはやめて貰えませんか？	0
@777joshins @GunheadSp @RT19830114 まあ徴用工も植民地支配も従軍｢慰安婦｣も否定するぐらいですから、なんにも知らないでしょうね。下の下の下の下の下、ぐらいじゃないですか？貴方の主張は本当にくだらないデマばかりですからね。釈迦に説法ってとこです??	0
熟読すると幸せになれるんじゃないですか？その代わり二度と科学的に否定されてるとか言えなくなりますけど。以上です。今度その手のデマ見かけたらこれ貼りますね。	0
まして今回のことは、仲も良好だった岡江さんの娘さんじきじきの言葉で喫煙者でもなかった、と完全否定です。デマは悪質。思い込みで他人の情報を流すのは危険ですよ、っていう教訓になるね。これまでデマに騙されてきた方々も一度自分の言動を振り返ってみては。	1
岡江久美子さん、自称医療従事者のSNS拡散により「ヘビースモーカー」に認定されてしまう。デマを長女、大和田美帆が完全否定：　https://t.co/RHfXwYV5qi @iza_edit #新型コロナウイルス感染症  #志村けん #岡江久美子 #なつっこ #安倍晋三 @yukinkoashiashi	1
陰謀論否定者の特徴。彼らは自分に都合が悪い事実を頑なに認めたがらない現実逃避主義だ。息を吐くように嘘をつき、白を黒、黒を白だと言い張る虚言癖がある。デマも百万回言えば真実になると本気で信じ込んでいる、幼稚な精神異常者ばかり。そんなライアーが流すデマ風評に騙されぬように注意しよう。	0
指摘してる方も、発表内容ちゃんと読んでない人が多すぎる。指摘批判は正しくやらないと、デマ広げてるのと同じです。なお、スッキリ見てましたが佐藤医師は「現時点では何とも言えない」と仰っており、否定したわけではありません。 https://t.co/lY4TlMSeWq	0
岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」https://t.co/W00XhVog56	1
岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」 https://t.co/0p9Px9NXAO @iza_editよりごめんなさい。私もネットの噂を信じて呟いてしまった。「?らしいよ」を拡散するのは良くないですね。反省します。	1
岡江久美子さん「ヘビースモーカー」デマ 長女の大和田美帆が完全否定 #ldnews https://t.co/heQoqpFdxl凄い気持ち分かる。真実は自分が理解していればいい、と思っててもデマが耳に入ってきたり、なぜかわざわざ教えてくるありがた迷惑なお節介なヤツっている。耳に入ればいい気分はしないんだよ。	1
キュレーションサイトの書いた情報を、自ら目にしたものも否定してデマを鵜呑みにするのは、真の意味で情弱過ぎじゃね？	0
岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」：イザ！ https://t.co/ZXJXC8xwhY @iza_editより	1
@kanekoiroha 三密を避ける、飛沫を浴びないという基本から、もう一歩踏み込んで、気をつけるべき状況の情報を出してほしいですね。そしてデマの流布は本当に止めてほしいし、厚労省も大変だと思いますが、デマははっきり否定してほしいです…	0
どっかで見た「喫煙者の方が重篤化しづらい」説を裏付ける話に・・・「母は喫煙者じゃなかったのになぁ」岡江さん娘の大和田美帆が��悪質デマ�≠�完全否定（東スポWeb） - Yahoo!ニュース https://t.co/voiXIbveDO	1
@FIFI_Egypt 中国からの予告はデマだと否定されてますね。ただ来ないとは限らないので、今のうちに準備を。	0
ネットニュースでこの話が出てたよね。事実を取捨選択出来ないニュースサイトが淘汰されないといけないのだが。／岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」 - イザ！ https://t.co/2s9fKq08tB	1
メディアに言われたくない、って気持ちもある。非喫煙者なのに、ってこと報じてこなかったのかしら。 / “岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」：イザ！” https://t.co/RtA3Blk8FC	1
@torajicom @777joshins @hirumama49 @kazumyagu99 @gwangpee この通りです。日帝による植民地支配を否定するなどの悪質な発言を繰り返しており、データ付きで論破されても粘着し続け、あちこちに絡み続けています。あまりに悪質なために、こちらでも通報とブロックを呼びかけました。許し難い卑劣なデマ吐きですね。https://t.co/QNsJbS6R1q https://t.co/VALTsKzD6a	0
岡江久美子さん「ヘビースモーカー」デマ 長女の大和田美帆が完全否定 #ldnews https://t.co/sFj1J33WQf	1
@mihomiho4132413 @zono_code9 @gNqnW92R1GTRqOK @neko_yuki_nya 結局あなたの目的はなんでしょうか。デマや誹謗中傷があってはいけない、あるいは私を心配してというのが目的であれば、誤りを指摘して正させるのが筋です。そうではなく、訴訟をちらつかせてリコール運動そのものを萎縮させることが目的なのであれば、それは民主主義の否定ですよ。	0
何の根拠もないデマのエピセンターの震源地たるマスゴミが、デマを否定する遺族の言葉を記事にする。ブラックジョークが過ぎるわ	0
Twitterで個別にイソジン叩いても焼け石に水なんだろうな…と。素早く、泊がある団体が、否定しないと、この手のデマは止めること無理じゃない？	0
誤情報もそうだけど、亡くなった事に対して「仕方なかったねー」ってなんだよ？親族でもない奴のこういう昇華が一番腹立つんだよ！岡江久美子さん「ヘビースモーカー」デマ 長女の大和田美帆が完全否定 - ライブドアニュース https://t.co/xnvhqFr1K9	1
ネット上の情報がいかにいい加減かというエピソードであると同時に、当事者に近い事実を知る方が、デマ拡散の深刻さを把握していないと訂正する人がいない=否定されないため真実なんだろうとみんな思い込んでしまう……という悪循環を生むんだという、考えさせられる話。 https://t.co/UR4Ayi5ZoN	0
岡江久美子さんは、はなまるマーケットで知った世代だが、岡江さんがデビューした時に見てた世代の人達はネットやテレビのデマを本当に信じやすい。確証がなくてもそれが全てだと言うように噂話をする。悔しいと思うが、娘さんご本人が否定しない事にはこう言う事は蔓延する。	0
算数において「かけ算の順序」と呼ばれているものも、同じ意味で、かけ算の交換法則を否定しないのである。だから、順序指導を理由に、間違ったことが教えられている、と言うのは、事実誤認かデマである。	0
知事がデマを流しメディアにそれを否定させることで結果として正しい情報が伝わるのでは？	0
岡江久美子さん「ヘビースモーカー」デマ 長女の大和田美帆が完全否定 https://t.co/UZBkglbdaL	1
@KitamiHibiki 私を納得させなくてもいいですよ。ただ私は君の「デマ」を否定したいだけだから。へ〜、政治に詳しい台湾人に「没有」が「宣誓していない」という意味であると確認してから投稿してるのになぁ。私を相手にするより、その他のレスに対応したらどうなの？論破されるのが怖くて、私だけにレスかな？??	0
@kh_asuka1204 これが話題になってた頃妊娠自体も本人がモバメで否定していましたし、100%デマで間違いなかったですね	0
@CDP2017 大変でしたね。でも毅然と対応してくださって嬉しいです。民主党政権時代のデマが未だに信じられていたりしますからデマを即座に否定していただけると安心します。味方はたくさんいますよ！	0
岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」https://t.co/UtNMvBdaOr @iza_editこれ、記事にもなってたよね？SNSだけでなく、フェイクニュースも訴えた方がいい。報道の自由という名の、ペンの??暴力では？	1
万博開催を予定する西日本最大自治体の首長が、デマにも等しいいい加減な話を公式会見で流布し、更にテレビがそれを否定もせず、というか寧ろ強調して垂れ流す。独見と偏談: 「且つてジャパンアズナンバー1と呼ばれた」国の悲しい現実 https://t.co/7L2SCDThUw	0
@KentaroOnizuka @WHOKobe @st_nozawa 他者の発信する情報がデマと仰るなら、その根拠を述べるべきだと負いますが、鬼塚さんはWHO神戸の「うがい薬には感染予防効果はない」という見解を明確に否定できるエビデンスはお持ちなのですか？でなければ、ただの誹謗ですよ。	0
@miho_ohwada こんにちは 初めてコメント失礼しますせっかくのSNSつぶやいたって、嘆いたっていいじゃないですか??違う事は違うって否定したい誰だってそうですよ 大好きなお母さんのデマ情報なんて絶対に許せない！娘さんが嘘だって言ってくれたら皆デマだって確信出来ると思いますよ応援してます	0
岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」 - 記事詳細｜Infoseekニュース https://t.co/sdbEWXQmVE	1
@Huawei_pad_nova デマって話もある(直後に官房長官が否定)ので、なんとも。	0
@777joshins 貴方は｢文献学が専門のようなもの｣という、ご自分のアイデンティティを自ら否定されました。つまり、貴方は自分の発言に責任を持たずに匿名でデマを撒き散らしている手合いと同じです。あちこちに絡んでいるようですが、ただの一つもファクト、論拠を示したツイートがありません。貴方は嘘つきです。	0
岡江さんめぐる噂、長女が完全否定 https://t.co/0SiiEH4KRq ＃デマ　＃岡江久美子ヘビースモーカーだったって、家族も否定したんだから、周りはお詫びをして訂正してあげましょうね。しかし、死者にも鞭打つ噂話は、誹謗中傷以上に人を傷つけるよね。	1
岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」 https://t.co/4ugUGRSmlf	1
岡江久美子さんがヘビースモーカーとの情報を娘さんが否定。正直、この情報を信じていた人もいたと思う。目に見える理由があってほしいという人の心理も作用したかもしれない。今までのどんな過激なデマよりもファクトチェックの大切さを痛感。デマはデマの顔をして近寄ってはこない。#岡江久美子さん https://t.co/WXc5oN17NU	1
デマを流す人多いからね??ヘビースモーカーだからコロナで亡くなったとも言われたとか??だったら吸う人皆死ぬよね??岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」 https://t.co/9ckMlbc86y	1
正直もうあんまり政府に期待できることもねえなとは思ってるけど、コロナ関係のデマや不確かな情報はきちんと否定して欲しい。	0
https://t.co/LndWgiskFW特異度デマって、クルーズ船での全員検査否定のために始まったんですよね。あの時この記事があれば以降の展開は変わったでしょう。逆に世界はクルーズ船の失敗を見て包括検査の必要性を認識しましたからね。日本は緊急事態宣言時に世界並みに検査併用してれば終息してました。	0
@McnFLrnMHNcXPzV @magicona2020 先ずは､即刻ネット空間における中傷禁止法整備及び施行をお願いしたいです｡同時に根拠の無いデマや人格否定につながる流言飛語を禁止する事も必要です｡更に小中学校の学活などで､この考えを若い世代に確りと教え説く事が大切です｡差別と偏見を無くす為に､法と教育を整備しましょう｡?????? https://t.co/TcTRJriB0h	0
新型コロナウイルスで亡くなった岡江久美子さんがヘビースモーカーだったと言うデマを娘さんが否定しなければ為らないコノ国??┐(-。-;)┌本当に #バカの国の国民 だらけだなぁ??(￣^￣)凸	1
岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」 https://t.co/X2A8EitoGZ	1
岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」 「一般ニュース」https://t.co/lwaWbmCk97 https://t.co/iJseTIq8xG	1
岡江久美子さん「ヘビースモーカー」デマ 長女の大和田美帆が完全否定 ??livedoor https://t.co/ZqTtvmbF62	1
@arab_aco_drum 仰る通りで、個人がどんな思想でも自由ですけど、押し付けられるのは嫌ですね。特に信憑性が低そうなものや、デマでも医療系のデマなど命にも係わってくるようなものは??一度信じたものを否定されると余計に意地になってしまう人もいますし、難しいですね。。	0
岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定 ネットの声「信じてしまっていた」「真実が知れて嬉しい」 https://t.co/IFukjcXLoT	1
あからさまなデマでも踊らされる人は多いし、株価は反応するし、公式に否定するのは難しい。	0
【イザ：芸能ニュース】岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」 #イザ https://t.co/IrtoIRWwKe	1
岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」 https://t.co/msluV96fXj @iza_editより	1
岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定 ネットの声「信じてしまっていた」「真実が知れて嬉しい」 https://t.co/FxTKpddNE4	1
岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」 https://t.co/IrtoIRWwKe	1
